Tanggal,OriginTime,Latitude,Longitude,Kedalaman (km),Magnitude,Type,Keterangan,Dirasakan,M,D,MD
2/12/2020,04:11:04,-8.88,109.86,29,3.6,MLv,"
	Pusat gempa di laut 121 km baratdaya Bantul - D.I Yogyakarta
",TIDAK,M3,D1,M3D1
3/12/2020,17:55:03,-9.41,113.2,10,4.5,MLv,"
	Pusat gempa di laut 133 km Tempeh - JATIM
",TIDAK,M4,D1,M4D1
4/12/2020,07:27:28,-8.95,113.14,30,3,MLv,"
	Pusat gempa di laut 82 km Selatan Tempeh - JATIM
",TIDAK,M2,D1,M2D1
4/12/2020,17:41:00,-9.38,112.99,10,3.5,MLv,"
	Pusat gempa dilaut 131 selatan Tempe - Jatim
",TIDAK,M3,D1,M3D1
5/12/2020,13:43:13,-8.14,113.59,10,2.5,MLv,"
	Pusat gempa didarat 12 km BaratLaut Jember - Jatim
",TIDAK,M2,D1,M2D1
6/12/2020,02:18:50,-8.47,109.68,15,2.6,MLv,"
	Pusat gempa di laut 89 km tenggara Kebumen JATENG
",TIDAK,M2,D1,M2D1
6/12/2020,06:57:30,-8.268,109.0997,28,3.2,MLv,"
	Pusat gempa di laut, 61 km Tenggara CILACAP-JATENG
",TIDAK,M3,D1,M3D1
6/12/2020,08:26:03,-8.76,111.42,29,2.6,MLv,"
	Pusat gempa di laut&nbsp; 74 km Tenggara pacitan Jatim
",TIDAK,M2,D1,M2D1
7/12/2020,22:16:29,-8.359,112.84097,29,2.8,MLv,"
	Pusat gempa di darat, 38 km Tenggara KAB-MALANG-JATIM
",TIDAK,M2,D1,M2D1
8/12/2020,23:45:20,-8.872,110.30511,18,3.2,MLv,"
	Pusat gempa di laut 103 BaratDaya GUNUNGKIDUL - DIY
",TIDAK,M3,D1,M3D1
10/12/2020,22:51:56,-7.1,108.70934,10,3.9,MLv,"
	Pusat gempa di darat 28 km Tenggara KAB. KUNINGAN - JABAR
",TIDAK,M3,D1,M3D1
11/12/2020,03:03:13,-8.602,111.44518,83,3.1,MLv,"
	Pusat gempa di laut, 60 km Tenggara PACITAN-JATIM
",TIDAK,M3,D2,M3D2
11/12/2020,15:57:28,-9.179,110.43895,10,2.9,MLv,"
	Pusat gempa dilaut 133 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1
11/12/2020,22:37:51,-8.697,110.92494,28,2.5,MLv,"
	Pusat gempa dilaut 60 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1
13/12/2020,00:49:39,-8.767,110.59894,19,2.8,MLv,"
	Pusat gempa dilaut 85 km BaratDaya Gunungkidul
",TIDAK,M2,D1,M2D1
13/12/2020,08:39:52,-9.69,109.71866,10,5.4,Mw-mB,"
	Pusat Gempa dilaut 210 km BaratDaya Bantul - D.I.Yogyakarta
",TIDAK,M5,D1,M5D1
13/12/2020,14:29:15,-9.082,110.81346,16,3.2,MLv,"
	Pusat gempa dilaut, 105 km BaratDaya Pacitan Jatim
",TIDAK,M3,D1,M3D1
13/12/2020,19:59:17,-8.437,109.78548,38,3.3,MLv,"
	Pusat gempa di laut, 80 km BaratDaya Kulon Progo DIY
",TIDAK,M3,D1,M3D1
13/12/2020,20:05:23,-9.244,112.95287,23,3.6,MLv,"
	Pusat gempa di laut, 127 km Barat Daya Lumajang Jatim
",TIDAK,M3,D1,M3D1
14/12/2020,14:41:33,-9.409,113.76031,23,2.8,MLv,"
	Pusat Gempa dilaut 135 km Tenggara JEMBER-JATIM&nbsp;
",TIDAK,M2,D1,M2D1
14/12/2020,15:39:34,-10.47,113.12025,10,4.3,MLv,"
	Pusat gempa di laut 259 km BaratDaya JEMBER-JATIM
",TIDAK,M4,D1,M4D1
14/12/2020,22:24:22,-9.451,113.19724,15,3.5,M,"
	Pusat gempa dilaut 146 km BaratDaya Lumajang-Jatim
",TIDAK,M3,D1,M3D1
14/12/2020,23:48:46,-8.777,111.37057,19,2.5,MLv,"
	Pusat gempa di laut 72 km Tenggara PACITAN-JATIM
",TIDAK,M2,D1,M2D1
16/12/2020,15:28:12,-7.139,111.75965,220,3,MLv,"
	Pusat gempa didarat 14 km BaratLaut BOJONEGORO-JATIM
",TIDAK,M2,D2,M2D2
17/12/2020,05:09:09,-8.58,111.74629,38,2.8,MLv,"
	Pusat gempa di laut, 55 km Tenggara TRENGGALEK-JATIM
",TIDAK,M2,D1,M2D1
17/12/2020,11:23:12,-8.849,110.95175,21,2.9,MLv,"
	Pusat di laut, 76 km BaratDaya Pacitan, Jatim
",TIDAK,M2,D1,M2D1
18/12/2020,15:06:58,-9.204,110.83501,10,4.1,MLv,"
	Pusat gempa dilaut, 117 km BaratDaya Pacitan Jatim, dirasakan di Parangkusumo Bantul II MMI
",YA,M4,D1,M4D1
19/12/2020,10:07:36,-8.755,112.10249,26,2.8,MLv,"
	PUSAT GEMPA DILAUT 70 KM BARAT DAYA KAB BLITAR JATIM
",TIDAK,M2,D1,M2D1
20/12/2020,15:16:48,-9.057,110.42765,10,4.2,MLv,"
	Pusat gempa di laut 119 km BaratDaya Gunungkidul-DIY
",TIDAK,M4,D1,M4D1
20/12/2020,15:53:57,-9.219,112.05296,15,3.8,MLv,"
	Pusat gempa di laut 121 km BaratDaya KAB-BLITAR-JATIM
",TIDAK,M3,D1,M3D1
21/12/2020,02:55:16,-8.435,108.90556,19,3.3,MLv,"
	Pusat gempa di laut, 79 km BaratDaya CILACAP-JATENG
",TIDAK,M3,D1,M3D1
21/12/2020,04:44:05,-8.298,110.52101,106,2.5,MLv,"
	Pusat gempa di laut, 35 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M2,D2,M2D2
22/12/2020,03:27:23,-9.42,112.68,29,4.6,MLv,"
	Pusat gempa dilaut 744 km Selatan Kepanjen - Jatim
",TIDAK,M4,D1,M4D1
22/12/2020,09:14:27,-8.39,109.04,29,3.6,MLv,"
	Pusat gempa dilaut 73 km Selatan Cilacap - Jateng
",TIDAK,M3,D1,M3D1
22/12/2020,23:33:11,-9.33,113.28,10,3.6,MLv,"
	Pusat gempa dilaut 124 km&nbsp; Selatan Tempeh - Jatim
",TIDAK,M3,D1,M3D1
23/12/2020,07:54:16,-9.33,110.64,20,3.5,MLv,"
	Pusat gempa dilaut 136 km BaratDaya Pacitan - Jatim
",TIDAK,M3,D1,M3D1
23/12/2020,13:22:46,-8.896,109.70676,63,2.9,MLv,"Pusat gempa di laut, 130 km BaratDaya KULONPROGO-DIY",TIDAK,M2,D2,M2D2
24/12/2020,00:19:21,-8.94,110.12,10,3.1,MLv,"
	Pusat gempa dilaut 118 km Selatan Bantul - DIY
",TIDAK,M3,D1,M3D1
24/12/2020,02:57:06,-9.23,113.05,21,3.6,MLv,"
	Pusat gempa dilaut 114 km BaratDaya Tempeh - Jatim
",TIDAK,M3,D1,M3D1
24/12/2020,12:42:54,-8.56,113.32,10,3.6,M,"
	Pusat gempa dilaut 42 km Tenggara Tempeh - Jatim
",TIDAK,M3,D1,M3D1
25/12/2020,19:26:16,-8.99,110.44,10,2.9,MLv,"
	Pusat gempa di laut 114 km BaraDaya PACITAN - JATIM
",TIDAK,M2,D1,M2D1
26/12/2020,13:23:24,-7.77,110.6,20,1.9,MLv,"
	Pusat gempa di darat 7 km Selatan KLATEN - JATENG
",TIDAK,M1,D1,M1D1
26/12/2020,21:48:57,-8.88,111.37,16,2.6,MLv,"
	Pusat gempa di laut 81 km Tenggara PACITAN - JATIM
",TIDAK,M2,D1,M2D1
27/12/2020,04:26:56,-8.89,112.70811,10,3.1,MLv,"Pusat gempa di laut, 85 km Tenggara KAB-MALANG-JATIM",TIDAK,M3,D1,M3D1
27/12/2020,11:27:15,-8.704,112.89668,107,3.1,MLv,"
	Pusat gempa dilaut, 72 km Tenggara kab Malang Jatim
",TIDAK,M3,D2,M3D2
29/12/2020,21:14:13,-8.831,110.35994,25,3.2,MLv,"
	Pusat gempa di laut 97 km BaratDaya Gunungkidul - D.I Yogyakarta
",TIDAK,M3,D1,M3D1
30/12/2020,07:07:16,-8.575,110.72773,18,3.2,MLv,"
	Pusat gempa dilaut 60 km BaratDaya PACITAN-JATIM
",TIDAK,M3,D1,M3D1
30/12/2020,08:34:46,-8.883,110.32738,10,2.5,MLv,"
	Pusat gempa dilaut 103 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1
2/1/2021,09:45:00,-8.074,109.62569,60,2.7,MLv,"
	Pusat gempa dilaut 45 km BaratDaya KEBUMEN-JATENG&nbsp;
",TIDAK,M2,D2,M2D2
4/1/2021,09:22:13,-8.453,109.01801,18,3.5,MLv,"
	Pusat gempa di laut 80 km Tenggara CILACAP - JATENG
",TIDAK,M3,D1,M3D1
4/1/2021,17:32:29,-8.954,110.74182,26,2.5,MLv,"
	Pusat gempa di laut 95 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1
4/1/2021,18:47:27,-9.519,112.85741,11,3.2,MLv,"
	Pusat gempa di laut 150 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
4/1/2021,20:35:23,-9.216,113.08802,35,3.2,MLv,"
	Pusat gempa di laut 121 km BaratDaya LUMAJANG-JATIM
",TIDAK,M3,D1,M3D1
4/1/2021,23:24:03,-9.034,113.94832,61,2.6,MLv,"
	Pusat gepa di laut 99 km Tenggara JEMBER-JATIM
",TIDAK,M2,D2,M2D2
5/1/2021,11:36:04,-8.925,110.27662,10,3.1,MLv,"
	Pusat gempa di laut 109 km BaratDaya gunungkidul-DIY
",TIDAK,M3,D1,M3D1
7/1/2021,04:39:42,-8.789,111.20058,20,3.4,MLv,"
	Pusat gempa di laut 68 km Tenggara PACITAN-JATIM
",TIDAK,M3,D1,M3D1
7/1/2021,14:44:06,-8.73,110.28,31,4.6,MLv,"
	Pusat gempa di laut 89 km BaratDaya GUNUNGKIDUL-DIY dirasakan di Gunungkidul, Kulonprogo dan Pacitan II MMI
",YA,M4,D1,M4D1
7/1/2021,16:44:47,-8.796,110.39381,20,2.5,MLv,"
	Pusat gempa di laut 92 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1
7/1/2021,17:27:05,-11.24,111.994,10,3.8,MLv,"
	Pusat gempa dilaut 346 km BaratDaya Blitar - Jatim
",TIDAK,M3,D1,M3D1
7/1/2021,19:05:35,-7.425,109.07688,234,3.6,MLv,"
	Pusat gempa di darat 16 km BaratDaya BANYUMAS-JATENG
",TIDAK,M3,D2,M3D2
9/1/2021,09:26:20,-8.536,108.92644,26,2.8,MLv,"
	Pusat gempa di laut 90 km BaratDaya CILACAP-JATENG
",TIDAK,M2,D1,M2D1
9/1/2021,13:29:52,-10.16,113.25709,10,3.4,MLv,"
	Pusat Gempa di Laut 222 km BaratDaya JEMBER-JATIM
",TIDAK,M3,D1,M3D1
9/1/2021,19:27:27,-9.044,113.75646,26,3.5,MLv,"
	Pusat gempa di laut&nbsp;95 km Tenggara JEMBER-JATIM
",TIDAK,M3,D1,M3D1
10/1/2021,00:15:30,-10.91,109.60459,10,4.3,MLv,"
	Pusat gempa di laut 342 km BaratDaya Gunungkidul DIY
",TIDAK,M4,D1,M4D1
10/1/2021,03:22:10,-8.87,111.79,10,3,MLv,"
	Pusat gempa di laut 87 km Tenggara Trenggalek Jatim
",TIDAK,M2,D1,M2D1
10/1/2021,11:03:01,-8.941,108.56277,10,3.5,MLv,"
	Pusat gempa di laut 137 km Tenggara Kab Pangandaran-Jabar
",TIDAK,M3,D1,M3D1
10/1/2021,13:46:12,-8.77,110.90478,20,2.7,MLv,"
	Pusat gempa dilaut 69 km BaratDaya Pacitan
",TIDAK,M2,D1,M2D1
11/1/2021,08:18:13,-9.143,113.5502,26,3.5,MLv,"
	Di Laut&nbsp;105 km BaratDaya JEMBER-JATIM
",TIDAK,M3,D1,M3D1
13/01/2021,12:33:07,-7.931,110.48985,10,2.5,MLv,"
	Pusat gempa di darat 15 km Baratlaut GUNUNGKIDUL - DIY
",TIDAK,M2,D1,M2D1
13/01/2021,14:35:04,-6.4,110.62,548,4.1,MLv,"
	Pusat gempa dilaut 22 Km Barat Laut Jepara - JATENG
",TIDAK,M4,D3,M4D3
13/01/2021,16:36:33,-8.582,108.6922,43,3.7,MLv,"
	Pusat gempa dilaut 100 Km Tenggara Kab.Pangandaran - JABAR
",TIDAK,M3,D1,M3D1
13/01/2021,17:36:08,-7.935,110.48466,11,2.2,MLv,"
	Pusat gempa didarat 15 Km Barat Laut Gunungkidul - DIY
",TIDAK,M2,D1,M2D1
13/01/2021,17:36:51,-7.623,109.38612,10,3.6,MLv,"
	Pusat gempa didarat 26 Km Tenggara Purbalingga - JATENG
",TIDAK,M3,D1,M3D1
13/01/2021,18:36:26,-8.913,111.27272,19,2.7,MLv,"
	Pusat gempa dilaut 86 Km Tenggara Pacitan - JATIM
",TIDAK,M2,D1,M2D1
13/01/2021,21:08:13,-8.485,111.60715,85,3,MLv,"
	Pusat gempa di laut 45 km BaratDaya TRENGGALEK - JATIM
",TIDAK,M2,D2,M2D2
14/01/2021,22:32:26,-9.601,110.40001,10,3.4,MLv,"
	Pusat gempa di laut 120 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D1,M3D1
14/01/2021,22:54:45,-8.765,111.59513,76,3.1,MLv,"
	Pusat gempa di laut 76 km BaratDaya TREGGALEK-JAWA TIMUR
",TIDAK,M3,D2,M3D2
15/01/2021,14:17:04,-8.47,108.73,44,4.2,MLv,"
	Pusat gempa di laut 87 km barat daya Cilacap Jateng
",TIDAK,M4,D1,M4D1
15/01/2021,17:22:58,-8.865,111.22484,21,3,MLv,"
	Pusat gempa di laut 77 km Tenggara Pacitan Jatim
",TIDAK,M2,D1,M2D1
16/01/2021,22:15:00,-8.85,112.46,84,2.9,MLv,"
	Pusat gempa di laut 80 km BaratDaya Kepanjen - Jawa Timur
",TIDAK,M2,D2,M2D2
17/01/2021,06:27:54,-8.381,110.82176,14,2.5,MLv,"
	Pusat gempa di laut 38 km BaratDaya PACITAN-JATIM
",TIDAK,M2,D1,M2D1
17/01/2021,10:47:25,-7.981,110.45235,17,2.1,MLv,"
	Pusat gempa di darat 14 km Tenggara BANTUL-DIY
",TIDAK,M2,D1,M2D1
17/01/2021,11:01:16,-7.913,110.45061,16,1.8,MLv,"
	Pusat gempa di darat 10 km Tenggara BANTUL-DIY
",TIDAK,M1,D1,M1D1
17/01/2021,17:34:43,-8.922,112.90322,29,3.8,MLv,"
	Pusat gempa di laut 94 km BaratDaya LUMAJANG-JATIM
",TIDAK,M3,D1,M3D1
18/01/2021,10:43:00,-9.081,113.16562,10,3.1,MLv,"
	Pusat gempa dilaut 105 Km Barat Daya Lumajang - JATIM
",TIDAK,M3,D1,M3D1
18/01/2021,16:18:25,-8.862,110.35143,10,3,MLv,"
	Pusat gempa dilaut 100 Km Barat Daya Gunungkidul - DIY
",TIDAK,M2,D1,M2D1
19/01/2021,20:11:01,-8.991,110.59764,39,4.9,MLv,"
	Pusat gempa di laut 97 km BaratDaya PACITAN-JAWA TIMUR
",TIDAK,M4,D1,M4D1
21/01/2021,04:10:02,-8.781,109.70253,22,3,M,"
	Di Laut 115 km Barat Daya Bantul - DIY
",TIDAK,M2,D1,M2D1
22/01/2021,13:28:16,-8.313,111.77749,80,2.8,MLv,"
	Pusat gempa dilaut 26 km Tenggara Trenggalek - Jatim
",TIDAK,M2,D2,M2D2
22/01/2021,20:44:02,-8.824,111.35768,26,3.4,MLv,"
	Pusat gempa di laut 76 km tenggara Pacitan Jatim
",TIDAK,M3,D1,M3D1
23/01/2021,23:33:05,-8.83,113.61,10,3,MLv,"
	Pusat gempa dilaut 70 km Barat daya Jember Jatim
",TIDAK,M2,D1,M2D1
24/01/2021,05:42:09,-8.952,110.3876,68,3.1,MLv,"
	Pusat gempa di laut 109 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M3,D2,M3D2
24/01/2021,08:47:52,-7.822,108.74077,82,2.6,MLv,"
	Pusat gempa di laut&nbsp; 30 km Tenggara Pangandaran, Jawa Barat
",TIDAK,M2,D2,M2D2
24/01/2021,14:28:41,-7.874,110.57063,17,1.5,MLv,"
	Pusat gempa di darat 14 km BaratLaut GUNUNGKIDUL-DIY
",TIDAK,M1,D1,M1D1
24/01/2021,11:34:59,-8.915,110.27876,10,2.8,MLv,"
	Pusat gempa di laut 108 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1
24/01/2021,23:13:24,-9.414,112.87521,24,3.6,MLv,"
	Pusat gempa di laut 145 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
25/01/2021,21:22:13,-10.89,111.15385,10,3.9,MLv,"
	Pusat gempa dilaut 301 Km Tenggara Pacitan - Jatim
",TIDAK,M3,D1,M3D1
26/01/2021,00:47:14,-8.805,110.7426,27,2.9,MLv,"Pusat gempa di laut, 80 km BaratDaya PACITAN-JATIM",TIDAK,M2,D1,M2D1
26/01/2021,21:07:42,-8.731,110.975,41,4,MLv,"
	Pusat Gempa di Laut&nbsp;63 km BaratDaya PACITAN-JATIM. Dirasakan di Pacitan III MMI
",YA,M3,D1,M3D1
27/01/2021,15:10:17,-8.379,111.73081,62,2.9,MLv,"
	Pusat gempa di laut 32 km Tenggara TRENGGALEK-JATIM
",TIDAK,M2,D2,M2D2
28/01/2021,00:21:28,-8.898,110.66676,10,2.7,MLv,"
	Pusat gempa di laut 75 km BaratDaya PACITAN - JATIM
",TIDAK,M2,D1,M2D1
28/01/2021,04:30:31,-9.157,113.47461,10,3.2,MLv,"
	Pusat gempa di laut 108 km BaratDaya JEMBER - JATIM
",TIDAK,M3,D1,M3D1
28/01/2021,05:06:20,-8.98,113.45731,15,3,MLv,"
	Pusat gempa di laut 89 km BaratDaya JEMBER - JATIM
",TIDAK,M2,D1,M2D1
29/01/2021,00:24:17,-9.164,110.34991,10,3,MLv,"
	Pusat gempa di laut 133km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1
30/01/2021,14:34:52,-9.216,110.30814,10,4.5,MLv,"
	Pusat gempa di laut&nbsp;139 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M4,D1,M4D1
30/01/2021,23:29:27,-9.098,110.78625,10,3.3,M,"Pusat gempa di laut, 108 km BaratDaya PACITAN-JATIM",TIDAK,M3,D1,M3D1
31/01/2021,03:45:35,-9.236,110.53714,27,3.3,M,"Pusat gempa dilaut, 133 km BaratDaya PACITAN-JATIM",TIDAK,M3,D1,M3D1
31/01/2021,10:51:30,-9.47,112.19,15,3.6,M,"
	Pusat Gempa di Laut 149 km Barat Daya Kab. Blitar - Jawa Timur
",TIDAK,M3,D1,M3D1
31/01/2021,12:45:11,-8.372,112.13734,71,3.2,M,"
	Pusat gempa di laut&nbsp;27 km BaratDaya KAB-BLITAR-JATIM
",TIDAK,M3,D2,M3D2
31/01/2021,14:33:43,-9.068,110.32037,10,3.3,M,"
	Pusat gempa di laut, 123 km Barat Daya Gunungkidul DIY
",TIDAK,M3,D1,M3D1
1/2/2021,04:43:38,-8,110.43197,11,2.3,MLv,"
	Pusat gempa didarat 13 km Tenggara Bantul - DIY
",TIDAK,M2,D1,M2D1
1/2/2021,19:37:03,-10.35,109.68536,10,3.8,MLv,"
	Pusat gempa dilaut 281 km BaratDaya Bantul - DIY
",TIDAK,M3,D1,M3D1
1/2/2021,21:22:54,-8.81,112.49844,44,2.7,MLv,"
	Pusat gempa di laut 75 km BaratDaya KAB-MALANG-JATIM
",TIDAK,M2,D1,M2D1
1/2/2021,21:24:01,-8.275,110.20314,14,2.9,MLv,"
	Pusat gempa di laut 44 km BaratDaya Bantul-DIY
",TIDAK,M2,D1,M2D1
2/2/2021,23:39:36,-8.394,108.91101,78,4.2,MLv,"
	Pusat gempa dilaut 74 Km Barat Daya Cilacap-Jateng
",TIDAK,M4,D2,M4D2
2/2/2021,16:12:44,-10.2,113.11098,10,3.8,MLv,"
	Pusat gempa di laut 230 km BaratDaya JEMBER - JATIM
",TIDAK,M3,D1,M3D1
3/2/2021,11:33:32,-9.192,112.99591,24,3.7,MLv,"
	Pusat gempa dilaut 120 km BaratDaya LUMAJANG-JATIM
",TIDAK,M3,D1,M3D1
3/2/2021,22:55:58,-9.559,112.8341,14,3.5,MLv,"
	Pusat gempa dilaut 160 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
4/2/2021,15:44:54,-9,111.29631,10,4.6,M,"
	Pusat Gempa di laut 93 km Tenggara Pacitan Jatim
",TIDAK,M4,D1,M4D1
4/2/2021,18:27:33,-8.997,110.7336,10,2.9,MLv,"
	Pusat gempa di laut, 99 km BaratDaya PACITAN-JATIM

	&nbsp;
",TIDAK,M2,D1,M2D1
5/2/2021,23:21:09,-8.637,110.02025,30,3,MLv,"
	Pusat gempa di laut 89 km Baratdaya Bantul - D.I Yogyakarta
",TIDAK,M2,D1,M2D1
6/2/2021,04:50:41,-8.817,110.31418,24,3,MLv,"
	Pusat gempa dilaut 97 km BaratDaya GunungKidul - D.I Yogyakarta
",TIDAK,M2,D1,M2D1
7/2/2021,01:27:31,-8.177,110.51517,10,2.4,MLv,"
	Pusat gempa di laut 23 km BaratDaya GUNUNGKIDUL - DIY
",TIDAK,M2,D1,M2D1
7/2/2021,12:07:44,-8.398,108.77282,10,3.3,MLv,"
	Pusat gempa di laut 79 km BaratDaya CILACAP - JATENG
",TIDAK,M3,D1,M3D1
7/2/2021,19:11:36,-9.13,111.83633,11,3.1,MLv,"
	Pusat gempa di laut 116 km Tenggara TRENGGALEK - JATIM
",TIDAK,M3,D1,M3D1
7/2/2021,21:20:33,-8.818,111.79339,25,3.3,MLv,"
	Pusat gempa di laut 81 km Tenggara TRENGGALEK - JATIM
",TIDAK,M3,D1,M3D1
8/2/2021,01:12:27,-9.281,111.34827,10,4.7,MLv,"
	Pusat gempa di laut 125 km Tenggara PACITAN-JATIM
",TIDAK,M4,D1,M4D1
8/2/2021,13:45:25,-8.376,111.8715,74,3.2,MLv,"
	Pusat gempa di laut 34 km BaratDaya TULUNGAGUNG-JATIM
",TIDAK,M3,D2,M3D2
8/2/2021,15:09:28,-8.668,112.97174,120,3.1,MLv,"
	Pusat gempa dilaut 65 km BaratDaya LUMAJANG-JATIM
",TIDAK,M3,D2,M3D2
8/2/2021,17:14:42,-8.954,110.425,18,3.2,MLv,"
	Pusat gempa di laut 108 km BaratDaya Gunungkidul-DIY
",TIDAK,M3,D1,M3D1
9/2/2021,07:22:19,-9.652,111.76502,10,3.4,M,"
	Pusat gempa di laut, 174 km Tenggara TRENGGALEK-JATIM
",TIDAK,M3,D1,M3D1
9/2/2021,10:55:39,-8.998,111.29648,24,3.3,MLv,"
	Pusat gempa di laut, 93 km Tenggara PACITAN-JATIM
",TIDAK,M3,D1,M3D1
9/2/2021,13:49:46,-8.907,112.10743,25,3.3,MLv,"
	Pusat gempa di laut 86 km barat daya kab Blitar Jatim
",TIDAK,M3,D1,M3D1
10/2/2021,03:46:28,-8.359,109.2705,39,3.6,MLv,"
	Pusat di laut, 76 km Tenggara Cilacap Jateng
",TIDAK,M3,D1,M3D1
11/2/2021,01:59:19,-8.05,110.36607,12,2,MLv,"
	Pusat gempa di darat 16 km Tenggara BANTUL-DIY
",TIDAK,M1,D1,M1D1
11/2/2021,08:19:21,-8.471,111.40701,98,3,MLv,"
	Pusat gempa di laut 46 km Tenggara PACITAN-JATIM
",TIDAK,M2,D2,M2D2
11/2/2021,15:55:56,-9.049,113.63552,8,2.9,MLv,"
	Pusat gempa di laut 94 km BaratDaya JEMBER-JATIM
",TIDAK,M2,D1,M2D1
12/2/2021,03:10:07,-8.887,110.25469,28,2.7,MLv,"
	Pusat gempa di laut 106 km BaratDaya GUNUNGKIDUL-DIY
",TIDAK,M2,D1,M2D1
12/2/2021,05:05:11,-9.005,111.32631,16,4.7,M,"
	Pusat gempa dilaut 94 Km Tenggara Pacitan - Jatim
",TIDAK,M4,D1,M4D1
13/02/2021,00:51:39,-9.456,112.8789,10,3.2,MLv,"
	Pusat gempa dilaut 150 km Tenggara KAB-MALANG-JATIM
",TIDAK,M3,D1,M3D1
13/02/2021,15:07:15,-9.189,111.68031,10,2.9,MLv,"
	Pusat gempa di laut 122 km BaratDaya TRENGALEK - JATIM
",TIDAK,M2,D1,M2D1
13/02/2021,23:50:30,-9.299,110.70452,10,2.6,MLv,"
	Pusat gempa di laut 132 km BaratDaya PACITAN - JATIM
",TIDAK,M2,D1,M2D1
14/02/2021,12:40:59,-7.989,110.45753,8,1.9,MLv,"
	Pusat gempa di darat, 15 km Tenggara BANTUL-DIY
",TIDAK,M1,D1,M1D1
14/02/2021,23:48:44,-7.737,111.77465,100,2.5,MLv,"
	Pusat gempa di darat, 20 km BaratDaya NGANJUK-JATIM
",TIDAK,M2,D2,M2D2
15/02/2021,07:06:42,-8.796,109.77645,16,3,MLv,"
	Pusat gempa dilaut, 116 km BaratDaya KULONPROGO-DIY
",TIDAK,M2,D1,M2D1
16/02/2021,08:42:09,-6.376,112.09219,637,5,Mw-Mwp,"
	Pusat gempa di laut 58 km TimurLaut TUBAN-JATIM
",TIDAK,M4,D3,M4D3
16/02/2021,11:34:57,-9.018,111.3786,24,3.4,MLv,"
	Pusat gempa di laut 98 km Tenggara Pacitan - Jatim
",TIDAK,M3,D1,M3D1
16/02/2021,19:47:44,-8.195,111.53741,119,2.3,MLv,"
	Pusat gempa di darat 22 km BaratDaya TRENGGALEK-JATIM
",TIDAK,M2,D2,M2D2
17/02/2021,01:29:53,-8.691,111.42905,10,3.3,MLv,"
	Pusat gempa di laut 67 km Tenggara PACITAN - JATIM
",TIDAK,M3,D1,M3D1
17/02/2021,07:45:53,-8.413,109.63079,25,3.1,MLv,"
	Pusat gempa di laut 82 km BaratDaya KEBUMEN - JATENG
",TIDAK,M3,D1,M3D1
17/02/2021,18:41:58,-9.629,112.8662,10,3.6,MLv,"
	Pusat gempa di laut 168 km Tenggara KAB. MALANG - JATIM
",TIDAK,M3,D1,M3D1
18/02/2021,00:16:00,-8.25,109.04606,14,3,MLv,"
	Pusat gempa dilaut&nbsp; 58 km Tenggara CILACAP-JATENG
",TIDAK,M2,D1,M2D1
18/02/2021,08:49:23,-9.47,113.76469,23,3.8,MLv,"
	Pusat gempa di laut 142 km Tenggara Jember - Jatim
",TIDAK,M3,D1,M3D1
19/02/2021,16:29:26,-9.212,113.16454,10,4.3,MLv,"
	Pusat gempa di laut, 120 km BaratDaya LUMAJANG-JATIM
",TIDAK,M4,D1,M4D1
20/02/2021,15:48:45,-9.135,110.11386,16,3.1,MLv,"
	Pusat gempa di laut, 138 km BaratDaya Gunungkidul DIY
",TIDAK,M3,D1,M3D1
20/02/2021,17:02:35,-8.347,111.40391,10,2.5,MLv,"
	Pusat gempa di laut, 38 km Tenggara Pacitan Jatim
",TIDAK,M2,D1,M2D1
21/02/2021,02:33:33,-8.848,111.2096,19,3.1,MLv,"
	Pusat gempa di laut 75 km Tenggara Pacitan - JATIM
",TIDAK,M3,D1,M3D1
22/02/2021,13:21:53,-8.65,108.96396,10,3.2,MLv,"
	Pusat gempa sdi laut 102 km BaratDaya CILACAP - JATENG
",TIDAK,M3,D1,M3D1
23/02/2021,19:47:13,-8.571,112.18233,47,2.9,MLv,"
	Pusat gempa dilaut 48 km BaratDaya KAB-BLITAR-JATIM
",TIDAK,M2,D1,M2D1
23/02/2021,23:18:07,-8.737,110.28027,26,4.7,MLv,"
	Pusat gempa dilaut 90 km BaratDaya GUNUNGKIDUL-DIY, dirasakan di Pacitan III MMI, Bantul dan Gunungkidul II MMI
",YA,M4,D1,M4D1
